Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
138459,2020-08-09 02:22:08,30082025922891,fraud_Koelpin and Sons,misc_net,3.58,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,fefd4d72a4a8f575c7149e4f445556a9,1376014928,25.642327,-80.819374,0
359024,2020-11-07 19:44:36,342035762534413,fraud_Cruickshank-Mills,entertainment,58.84,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,d5b94527fc9b91e0ab956bca63835673,1383853476,37.396209000000006,-76.53412800000001,0
392013,2020-11-22 07:34:06,4247921790666,fraud_Kiehn-Emmerich,grocery_pos,75.81,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,1fef314748da4dac522dac28db58afd5,1385105646,40.022319,-82.648312,0
58132,2020-07-11 18:18:38,6595970453799027,"fraud_Hermiston, Russel and Price",food_dining,17.06,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,09dc6dff51bf33e6491c4c54704b26f3,1373566718,41.487741,-74.261901,0
215941,2020-09-06 04:01:42,180036456789979,fraud_Parisian and Sons,gas_transport,43.25,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,62e1ca818dee8afe872d102b6bf052d3,1378440102,43.406148,-90.517808,0
313481,2020-10-18 17:38:46,4800395067176717,fraud_Labadie LLC,personal_care,19.8,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,4aeec78e95ca078ab6e62fa74f89cee4,1382117926,41.629419,-97.919253,0
165696,2020-08-18 04:20:04,4952583804639909,fraud_Bogisich Inc,grocery_pos,83.67,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,1faa4418520d8551d71a5b9f62b5916a,1376799604,42.258623,-80.159019,0
331162,2020-10-26 08:28:35,4635330563105903,"fraud_Schumm, Bauch and Ondricka",grocery_pos,230.88,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,2b62607503bb16c3b57501b855985988,1382776115,39.35265,-77.935538,0
277927,2020-10-03 02:00:17,379897244598068,fraud_Conroy-Emard,food_dining,30.86,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,1930-02-28,6e11856ad2319e5e07dcd6ede58c67a4,1380765617,38.283697,-84.95536700000001,0
248725,2020-09-20 09:56:13,4451952084362894,"fraud_Hayes, Marquardt and Dibbert",misc_net,80.4,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,8a554e714472493df3b52a63dd95a380,1379670973,33.842521999999995,-101.428864,0
203220,2020-08-31 17:03:57,3590736522064285,fraud_Dooley Inc,shopping_pos,33.37,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,e8dd3aee628d3fd89e8e17440e831ff7,1377968637,35.149846000000004,-92.71681,0
376600,2020-11-15 12:14:31,4210078554961359092,"fraud_O'Reilly, Mohr and Purdy",home,119.98,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,852c1b074f093564a145a466be863b0f,1384517671,43.619441,-123.460602,0
339328,2020-10-29 18:27:02,2712209726293386,"fraud_Feil, Hilpert and Koss",food_dining,37.1,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,8e89d2566877fd00743b9771dfc5b33e,1383071222,30.732324,-91.45778,0
44579,2020-07-06 16:16:14,213174467670432,fraud_Parker-Kunde,personal_care,14.22,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,b430a9d93efa170bd017db5c6c0dcef5,1373127374,39.608487,-75.31589699999999,0
301974,2020-10-13 04:06:48,3595192916105588,fraud_Heller-Langosh,gas_transport,66.17,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,2c59516e7a40027a42485e6b1c12d678,1381637208,35.318861,-79.325499,0
63515,2020-07-13 09:53:31,4623560839669,fraud_Botsford Ltd,shopping_pos,9.6,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,1568483d9c30b16e9a1f42f531c21986,1373709211,41.795665,-95.258204,0
354794,2020-11-05 13:16:53,6593939509150446,"fraud_Douglas, DuBuque and McKenzie",travel,9.44,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,f46036df79dc20b855f16ca137c6c8b5,1383657413,34.88793,-118.276861,0
431665,2020-12-04 20:28:37,6538441737335434,"fraud_Parker, Nolan and Trantow",entertainment,54.12,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,6b6c4f55410402f66b3a45a2ecd5a243,1386188917,41.244448,-80.47376,0
182581,2020-08-24 12:08:44,3596357274378601,"fraud_Kling, Howe and Schneider",home,98.3,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,4d538a1929d6a5e32aaa03251d209b4c,1377346124,40.437077,-77.645285,0
446370,2020-12-07 19:01:11,502012776709,"fraud_Hyatt, Russel and Gleichner",health_fitness,16.48,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,ee58830d95d4b830bf4b479d945d3804,1386442871,42.47063,-74.94544,0
289539,2020-10-07 15:18:40,180036456789979,fraud_Nolan-Williamson,kids_pets,1.6,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,fe01a8258fdfbd3ba0aa3af049922a76,1381159120,43.919723,-90.222668,0
414092,2020-11-30 17:52:06,4570636521433188,fraud_Bode-Rempel,kids_pets,32.86,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988-04-09,52971d04390e6cfa3a3a420e0b286aab,1385833926,29.706324,-80.735265,0
238965,2020-09-15 11:18:03,4306630852918,fraud_McGlynn-Heathcote,misc_net,1.2,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,0278300773acb335b185df2060129ce9,1379243883,38.047331,-91.208628,0
83704,2020-07-20 12:50:27,3533800906065217,fraud_Schoen Ltd,kids_pets,20.54,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,c7f029026d3d000d2fc8ddc2c085a203,1374324627,39.475973,-97.864657,0
419655,2020-12-01 15:26:02,213148039875802,"fraud_Towne, Greenholt and Koepp",shopping_net,680.0,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,84ac05a63ba9090de5df1b7060550a18,1385911562,27.989604,-83.28117900000001,0
516142,2020-12-22 18:29:23,4500002361389,fraud_Larkin Ltd,kids_pets,88.19,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,57b369b3a8b466933615ea8ab45c53a3,1387736963,38.137231,-76.29866899999999,0
234803,2020-09-14 02:23:50,580954173374,fraud_Pacocha-O'Reilly,grocery_pos,79.15,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,1960-01-13,b154d8a9bd709de83a642236fd17b203,1379125430,41.380358,-74.385402,0
552397,2020-12-31 00:27:59,4358137750029944984,fraud_Kling-Grant,grocery_net,56.43,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,569c6d57a0fde81fab6fc87da5509c21,1388449679,42.288767,-91.309928,0
410519,2020-11-30 04:21:16,2242542703101233,fraud_Conroy-Cruickshank,gas_transport,74.09,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,51fdfc5561b5872b4467c9808560f0fb,1385785276,38.985754,-85.756913,0
91625,2020-07-22 22:25:30,4745996322265,"fraud_Baumbach, Feeney and Morar",shopping_net,42.44,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,3ec23dac4a6741ba22ea214b10028d1b,1374531930,42.128109,-86.341453,0
257822,2020-09-23 18:41:05,3533012926413100,fraud_Ankunding LLC,shopping_net,1.25,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,4a14c4c7961a64d360fd9d8268b411ea,1379961665,44.10976,-75.218912,0
302691,2020-10-13 11:13:15,4988304376504,"fraud_Heathcote, Yost and Kertzmann",shopping_net,2.85,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,8c13f576a04dc5d3c9f9ffac208c20af,1381662795,40.758033000000005,-74.399573,0
265366,2020-09-27 16:20:04,2610529083834453,"fraud_Feil, Hilpert and Koss",food_dining,25.24,Tanya,Dickerson,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1994-07-27,644cc13e2d82d6a74bea474d0a471913,1380298804,37.054275,-86.561063,0
13265,2020-06-25 17:26:32,6011104316292105,fraud_Volkman PLC,food_dining,7.29,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,575cde6f6f9700c0056f2ef715af25eb,1372181192,36.715082,-79.099905,0
447018,2020-12-07 20:58:39,30290551782700,fraud_Graham and Sons,health_fitness,58.45,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,c11b4a6a00a3ffcdbf8bbdf1be36295f,1386449919,36.666866,-87.11205799999999,0
169653,2020-08-19 10:52:53,4862293128558,fraud_Schmitt Inc,gas_transport,85.12,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,3ffcde166bc1086e4471fa859da1a17a,1376909573,40.933219,-78.75603199999999,0
265496,2020-09-27 17:15:10,4003989662068504,fraud_Kris-Weimann,misc_net,139.2,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,e44294164b9b3ee2ca022c96bd8774c9,1380302110,32.513672,-87.527571,0
404320,2020-11-27 14:45:40,2283743876903625,"fraud_Kihn, Brakus and Goyette",personal_care,35.4,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,8dfc72a2774adac11d6625b3be17b444,1385563540,33.711543,-83.779309,0
350975,2020-11-03 14:10:00,38057513087029,"fraud_Welch, Rath and Koepp",entertainment,4.2,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1997-01-18,ee1df5c4f6dbe81382343f9ab55fcd8e,1383487800,36.892544,-121.075894,0
49773,2020-07-07 22:19:06,4992346398065154184,"fraud_Streich, Rolfson and Wilderman",kids_pets,94.57,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,22cc55c18ca9ff034ebb2b6a639b1d3a,1373235546,41.628102,-89.334363,0
27468,2020-06-30 10:21:25,346273234529002,fraud_DuBuque LLC,grocery_pos,201.75,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,cc8744f8b582e929a89b9c40f43536b1,1372587685,36.939109,-79.628334,0
494691,2020-12-18 16:27:58,6011492816282597,fraud_Beier-Hyatt,shopping_pos,9.41,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,67eae228969d8e8922756593fb4abf16,1387384078,33.856091,-93.592852,0
268546,2020-09-28 17:19:54,4450831335606294,fraud_Haley Group,misc_pos,26.27,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,ba5b11384fe250572096af0f27ee1cf8,1380388794,33.806653000000004,-95.369953,0
222294,2020-09-08 07:24:00,3560725013359375,fraud_Sawayn PLC,shopping_pos,1.38,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,67c25d79050cd344c28dfcd168c437e6,1378625040,31.452261,-101.756848,0
503624,2020-12-20 18:02:39,213161869125933,fraud_Carroll PLC,health_fitness,6.29,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,9d9d92161b9d029630ce392a92d05da7,1387562559,44.135872,-70.744783,0
135646,2020-08-07 22:44:15,4897067971111209737,fraud_Stiedemann Ltd,food_dining,11.97,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,0376295f5b82525e8bf9e57b72ebad1e,1375915455,29.037368,-82.417199,0
466865,2020-12-12 17:12:29,630484879808,fraud_Reichel Inc,entertainment,62.01,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,1114feb80b9abeb5994765e25e4d657c,1386868349,37.345682,-121.075851,0
